Temperature	Standard_1_1	Standard_1_2	Standard_1_3	Standard_2_1	Standard_2_2	Standard_2_3	Standard_3_1	Standard_3_2	Standard_3_3	Standard_4_1	Standard_4_2	Standard_4_3	Standard_5_1	Standard_5_2	Standard_5_3	Standard_6_1	Standard_6_2	Standard_6_3	Standard_7_1	Standard_7_2	Standard_7_3	Standard_8_1	Standard_8_2	Standard_8_3	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10
81.80	3086.11	3075.97	2989.11	3052.44	3102.58	2993.52	3003.24	2938.99	2915.80	2981.45	3032.82	2894.44	3021.57	3041.03	3001.83	2966.78	2973.50	2861.97	3021.85	2972.04	3027.93	3086.43	3010.35	2978.14	2771.26	2850.58	2655.61	2921.66	2977.60	2779.46	3036.27	2948.88	2900.28	2728.38
81.90	3084.37	3074.52	2987.48	3051.09	3100.96	2992.19	3001.49	2937.83	2914.41	2979.98	3031.12	2892.90	3019.83	3039.30	3000.80	2964.82	2971.59	2860.41	3019.82	2970.50	3026.30	3084.39	3008.18	2976.24	2770.28	2849.08	2654.21	2920.09	2976.11	2778.53	3034.76	2947.28	2898.34	2727.01
82.00	3082.58	3073.02	2985.69	3049.38	3099.23	2990.95	2999.67	2936.62	2912.76	2978.42	3029.78	2891.42	3018.22	3037.86	2999.58	2962.89	2969.64	2858.94	3017.96	2969.17	3024.62	3082.15	3005.95	2974.24	2769.04	2847.62	2652.56	2918.55	2974.67	2777.71	3033.19	2945.51	2896.29	2725.71
82.10	3080.77	3071.32	2983.94	3047.60	3097.52	2989.81	2997.79	2935.20	2911.05	2976.84	3028.44	2889.88	3016.80	3036.40	2998.24	2961.19	2967.68	2857.40	3016.34	2968.13	3022.99	3079.82	3003.98	2972.35	2767.78	2846.15	2651.15	2916.88	2973.17	2776.91	3031.85	2943.80	2894.49	2724.56
82.20	3079.07	3069.69	2982.19	3046.12	3095.83	2988.79	2995.98	2933.80	2909.36	2975.03	3027.13	2888.54	3015.38	3034.86	2996.77	2959.21	2965.77	2855.78	3014.58	2966.82	3021.27	3077.28	3002.13	2970.39	2766.42	2844.80	2649.96	2915.15	2971.35	2775.91	3030.23	2942.09	2892.66	2723.49
82.30	3077.65	3067.96	2980.48	3044.90	3094.42	2987.61	2994.24	2932.24	2907.56	2973.41	3025.86	2887.20	3013.73	3033.49	2995.17	2957.10	2963.88	2854.10	3012.79	2965.43	3019.44	3074.64	3000.30	2968.58	2765.11	2843.21	2649.03	2913.56	2969.32	2774.92	3028.59	2940.31	2890.70	2722.24
82.40	3076.10	3066.51	2979.00	3043.51	3092.72	2986.37	2992.43	2930.60	2905.69	2971.74	3024.70	2885.84	3012.31	3032.13	2993.52	2954.86	2962.01	2852.18	3011.06	2963.91	3017.50	3071.91	2998.44	2966.59	2764.02	2841.66	2648.12	2912.01	2967.47	2773.74	3026.85	2938.54	2888.84	2721.00
82.50	3074.72	3065.13	2977.57	3042.38	3091.29	2984.93	2990.51	2928.81	2904.11	2970.16	3023.27	2884.43	3010.78	3030.51	2992.04	2952.69	2960.06	2850.10	3009.20	2962.27	3015.58	3069.24	2996.51	2964.77	2763.09	2839.89	2647.22	2910.23	2965.57	2772.33	3025.08	2936.90	2887.08	2719.50
82.60	3073.35	3063.80	2976.12	3041.11	3089.82	2983.42	2988.62	2927.21	2902.50	2968.70	3021.90	2883.10	3009.18	3028.83	2990.63	2950.44	2958.02	2848.12	3007.11	2960.58	3013.76	3066.47	2994.44	2962.70	2762.15	2837.92	2646.05	2908.34	2963.69	2770.98	3023.14	2935.08	2885.10	2717.75
82.70	3071.87	3062.34	2974.72	3039.68	3088.28	2981.80	2986.63	2925.43	2901.12	2967.37	3020.36	2881.72	3007.50	3027.38	2989.25	2948.28	2956.08	2846.22	3004.95	2959.13	3012.13	3063.80	2992.51	2960.73	2761.52	2835.77	2644.75	2906.50	2962.07	2769.67	3021.24	2933.11	2882.99	2715.90
82.80	3070.28	3060.85	2973.27	3038.22	3086.69	2980.38	2984.65	2923.70	2899.85	2965.94	3018.61	2880.46	3006.01	3025.75	2987.95	2946.46	2953.86	2844.43	3002.72	2957.58	3010.54	3061.31	2990.75	2958.74	2760.81	2833.77	2643.48	2904.57	2960.55	2768.53	3019.44	2931.11	2880.92	2714.34
82.90	3068.80	3059.24	2971.91	3036.83	3085.20	2979.08	2982.70	2921.77	2898.67	2964.45	3016.56	2879.13	3004.19	3024.11	2986.61	2944.41	2951.70	2842.75	3000.31	2956.13	3009.04	3058.94	2989.10	2956.77	2759.78	2831.63	2642.46	2902.45	2959.02	2767.34	3017.62	2929.00	2878.88	2712.97
83.00	3066.96	3057.51	2970.48	3035.39	3083.59	2978.01	2980.82	2919.86	2897.04	2962.99	3014.60	2877.73	3002.24	3022.72	2985.10	2942.23	2949.51	2841.03	2997.99	2954.70	3007.49	3056.57	2987.34	2954.67	2758.84	2829.68	2641.48	2900.55	2957.48	2766.32	3015.86	2926.76	2876.49	2711.87
83.10	3065.02	3055.75	2969.03	3034.05	3082.17	2976.84	2978.92	2917.75	2895.45	2961.44	3012.48	2876.32	3000.16	3021.44	2983.49	2939.90	2947.22	2839.22	2995.66	2953.13	3005.85	3054.18	2985.55	2952.70	2757.90	2827.91	2640.75	2899.10	2956.17	2765.26	3014.19	2924.67	2874.20	2710.92
83.20	3063.09	3054.06	2967.44	3032.79	3080.80	2975.62	2977.27	2915.78	2893.58	2959.78	3010.53	2874.96	2998.13	3019.86	2981.90	2937.53	2944.59	2837.30	2993.47	2951.19	3004.02	3051.84	2983.56	2950.63	2756.67	2826.12	2640.04	2897.86	2954.81	2764.11	3012.53	2922.85	2872.01	2710.00
83.30	3061.06	3052.51	2965.90	3031.06	3079.41	2974.19	2975.36	2913.73	2891.57	2958.14	3008.70	2873.48	2995.96	3018.27	2980.17	2934.89	2942.17	2835.41	2991.40	2949.32	3002.11	3049.38	2981.36	2948.44	2755.44	2824.38	2639.40	2896.69	2953.60	2762.56	3010.77	2921.05	2869.87	2708.76
83.40	3058.92	3050.75	2964.29	3029.38	3077.97	2972.55	2973.52	2911.93	2889.56	2956.53	3007.09	2872.21	2993.98	3016.74	2978.47	2932.53	2939.85	2833.62	2989.50	2947.28	3000.09	3046.86	2978.94	2946.36	2754.38	2822.61	2638.70	2895.77	2952.35	2761.11	3009.09	2919.25	2867.64	2707.27
83.50	3057.07	3049.07	2962.74	3027.70	3076.47	2970.82	2971.74	2910.30	2887.71	2954.82	3005.32	2870.95	2992.05	3015.06	2976.73	2930.20	2937.70	2832.03	2987.56	2945.14	2997.84	3044.45	2976.72	2944.21	2753.13	2820.92	2638.10	2894.76	2951.22	2759.56	3007.42	2917.64	2865.74	2705.63
83.60	3055.24	3047.42	2961.12	3026.04	3074.83	2969.18	2969.99	2908.77	2885.81	2953.10	3003.77	2869.75	2990.34	3013.24	2974.96	2928.02	2935.93	2830.63	2985.68	2942.86	2995.30	3042.31	2974.58	2942.13	2752.00	2819.11	2637.34	2893.53	2949.86	2758.11	3005.62	2916.14	2863.70	2703.91
83.70	3053.43	3045.88	2959.75	3024.23	3073.32	2967.50	2967.86	2907.17	2883.99	2951.56	3002.10	2868.35	2988.63	3011.53	2973.19	2925.90	2934.56	2829.27	2983.88	2940.85	2992.90	3040.25	2972.43	2940.24	2750.97	2817.45	2636.62	2892.03	2948.52	2756.81	3004.04	2914.43	2861.65	2702.34
83.80	3051.67	3044.33	2958.32	3022.73	3071.68	2965.84	2966.02	2905.75	2882.21	2950.01	3000.61	2867.04	2987.01	3009.85	2971.53	2924.00	2933.22	2827.73	2981.98	2938.95	2990.52	3038.23	2970.32	2938.46	2749.91	2815.61	2635.65	2890.64	2947.02	2755.79	3002.51	2912.78	2859.51	2700.85
83.90	3050.05	3043.21	2956.89	3021.12	3070.18	2964.40	2963.90	2904.09	2880.36	2948.51	2999.07	2865.40	2985.32	3008.09	2969.73	2922.04	2931.67	2825.94	2979.96	2937.22	2988.18	3036.29	2968.49	2936.77	2748.68	2813.87	2634.59	2889.11	2945.50	2754.84	3000.90	2911.28	2857.58	2699.57
84.00	3048.54	3042.08	2955.49	3019.53	3068.81	2962.96	2961.57	2902.32	2878.56	2947.07	2997.66	2863.93	2983.82	3006.27	2967.94	2920.18	2929.90	2823.99	2977.83	2935.61	2986.16	3034.37	2966.71	2935.12	2747.52	2811.94	2633.41	2887.52	2943.72	2753.74	2999.28	2909.71	2855.64	2698.27
84.10	3047.12	3041.00	2954.16	3017.73	3067.41	2961.42	2959.06	2900.42	2876.75	2945.61	2996.20	2862.43	2982.06	3004.42	2966.22	2918.39	2927.67	2821.87	2975.73	2934.19	2984.45	3032.29	2964.88	2933.44	2746.22	2810.20	2632.28	2885.85	2941.80	2752.59	2997.64	2907.92	2853.91	2697.07
84.20	3045.73	3039.68	2952.61	3016.13	3066.05	2959.96	2956.59	2898.53	2874.74	2943.99	2994.70	2861.08	2980.16	3002.61	2964.33	2916.54	2925.16	2819.93	2973.39	2932.69	2982.55	3030.16	2963.10	2931.80	2744.98	2808.49	2631.18	2884.45	2939.76	2751.35	2995.75	2906.16	2852.25	2695.76
84.30	3044.30	3038.27	2951.02	3014.71	3064.72	2958.59	2953.83	2896.36	2872.51	2942.41	2992.94	2859.59	2978.02	3000.82	2962.32	2914.73	2922.44	2818.17	2971.00	2931.02	2980.55	3028.20	2961.50	2930.25	2743.93	2806.84	2630.15	2882.90	2937.67	2750.01	2993.65	2904.28	2850.64	2694.59
84.40	3042.80	3036.57	2949.40	3013.30	3063.30	2957.24	2951.11	2894.16	2870.16	2940.85	2991.24	2858.36	2975.75	2998.91	2960.41	2912.94	2919.78	2816.62	2968.51	2929.10	2978.64	3026.24	2959.66	2928.54	2743.15	2805.16	2629.07	2881.33	2935.48	2748.45	2991.46	2902.36	2848.78	2693.39
84.50	3040.96	3034.78	2947.80	3011.87	3061.60	2956.03	2948.32	2891.61	2867.62	2939.19	2989.39	2857.05	2973.12	2997.02	2958.70	2911.06	2917.25	2815.23	2966.25	2927.16	2976.66	3024.18	2957.87	2927.06	2742.41	2803.51	2627.90	2879.87	2933.45	2747.02	2989.39	2900.40	2846.70	2692.27
84.60	3038.79	3032.92	2946.20	3010.53	3059.98	2955.12	2945.23	2888.99	2864.88	2937.45	2987.23	2855.66	2970.51	2994.95	2956.79	2908.93	2914.85	2813.87	2963.91	2925.08	2974.70	3022.15	2956.22	2925.58	2741.88	2801.70	2626.58	2878.43	2931.61	2745.59	2987.53	2898.54	2844.53	2691.02
84.70	3036.55	3031.12	2944.65	3008.92	3058.02	2954.20	2941.96	2886.00	2862.21	2935.73	2985.18	2854.17	2967.92	2992.65	2954.89	2906.77	2912.66	2812.10	2961.76	2922.78	2972.86	3020.09	2954.67	2923.77	2741.14	2799.57	2625.13	2876.57	2929.74	2744.15	2985.70	2896.73	2842.16	2689.77
84.80	3034.38	3029.30	2943.32	3006.87	3056.17	2953.25	2938.40	2882.93	2859.53	2933.97	2982.96	2852.75	2965.52	2990.22	2953.06	2904.18	2910.66	2810.13	2959.63	2920.46	2971.12	3017.77	2952.90	2921.91	2740.19	2797.28	2623.72	2874.65	2928.10	2742.90	2984.12	2894.99	2839.66	2688.25
84.90	3032.06	3027.56	2941.91	3004.89	3054.16	2952.00	2934.35	2879.73	2856.51	2931.91	2980.60	2851.19	2963.04	2987.83	2951.23	2901.27	2908.41	2807.71	2957.69	2918.27	2969.25	3015.37	2951.29	2920.05	2738.92	2794.99	2622.28	2872.53	2926.56	2741.82	2982.70	2893.20	2837.08	2686.48
85.00	3029.91	3025.84	2940.47	3002.83	3052.24	2950.56	2930.12	2876.35	2853.23	2929.87	2978.21	2849.40	2960.59	2985.11	2949.06	2898.12	2905.54	2804.82	2955.60	2915.86	2967.10	3012.92	2949.28	2917.93	2737.44	2792.61	2620.97	2870.20	2924.92	2740.82	2981.04	2891.33	2834.36	2684.47
85.10	3028.09	3024.08	2939.01	3000.91	3050.27	2948.69	2925.71	2872.66	2849.80	2927.89	2976.02	2847.77	2958.07	2982.52	2947.02	2894.84	2902.46	2801.42	2953.34	2913.50	2964.68	3010.51	2946.98	2915.53	2735.72	2789.98	2619.63	2867.73	2923.16	2739.66	2979.10	2889.32	2831.29	2682.49
85.20	3026.25	3022.35	2937.49	2999.07	3048.39	2946.77	2921.06	2868.66	2845.82	2925.86	2973.66	2846.06	2955.36	2980.05	2944.83	2890.89	2898.67	2797.75	2950.95	2911.58	2962.23	3008.06	2944.55	2913.23	2734.08	2787.40	2618.28	2865.44	2921.46	2738.44	2977.16	2886.95	2827.97	2680.48
85.30	3024.39	3020.42	2935.76	2997.46	3046.36	2944.63	2916.16	2864.20	2841.44	2923.63	2971.36	2844.29	2952.36	2977.53	2942.42	2886.48	2894.09	2793.38	2948.80	2909.73	2959.55	3005.86	2942.05	2910.76	2732.40	2784.89	2616.60	2863.06	2919.29	2736.99	2974.99	2884.61	2824.22	2678.58
85.40	3022.59	3018.18	2934.06	2995.53	3044.42	2942.74	2911.25	2859.30	2836.99	2921.60	2969.02	2842.40	2949.37	2974.82	2939.64	2881.27	2888.71	2788.54	2946.44	2907.91	2956.86	3003.53	2939.22	2908.12	2730.79	2782.03	2614.85	2860.78	2916.96	2735.36	2972.60	2881.95	2819.78	2676.86
85.50	3020.67	3015.95	2932.04	2993.61	3042.60	2940.68	2905.96	2854.21	2832.17	2919.54	2966.62	2840.68	2946.37	2972.34	2936.88	2874.85	2882.58	2782.72	2943.92	2906.42	2954.41	3001.00	2936.33	2905.39	2729.26	2778.81	2612.79	2858.69	2914.60	2733.56	2970.17	2878.96	2814.58	2675.33
85.60	3018.49	3013.56	2930.03	2991.23	3040.46	2938.77	2900.47	2848.88	2827.00	2917.25	2964.08	2838.55	2943.15	2969.72	2933.72	2866.56	2874.72	2775.53	2941.62	2904.87	2951.94	2997.95	2933.25	2902.40	2727.82	2775.38	2610.68	2856.45	2912.16	2731.85	2967.67	2875.49	2808.32	2673.79
85.70	3016.22	3011.11	2927.90	2988.74	3038.14	2936.63	2894.59	2843.42	2821.83	2914.82	2961.60	2836.39	2939.84	2966.97	2930.55	2856.71	2864.84	2766.25	2939.23	2902.94	2949.19	2994.43	2929.68	2898.71	2726.30	2771.37	2608.24	2854.28	2909.29	2730.18	2965.13	2871.94	2800.60	2672.19
85.80	3013.85	3008.72	2925.65	2985.98	3035.60	2934.55	2888.48	2837.99	2816.65	2912.60	2959.10	2834.01	2936.47	2964.04	2927.08	2844.16	2852.28	2754.29	2936.36	2900.74	2946.42	2989.97	2925.46	2894.31	2724.65	2766.31	2605.65	2852.05	2906.53	2728.37	2962.66	2867.38	2791.08	2670.69
85.90	3011.49	3006.47	2923.32	2983.22	3032.78	2932.13	2882.28	2832.69	2811.35	2910.09	2956.49	2831.45	2932.86	2961.25	2923.85	2828.11	2836.39	2738.62	2933.50	2898.37	2943.57	2984.80	2920.28	2888.76	2722.96	2760.34	2602.46	2850.03	2903.73	2726.64	2960.15	2862.14	2779.36	2669.22
86.00	3009.00	3004.07	2921.07	2980.20	3029.48	2929.60	2875.96	2827.55	2806.20	2907.45	2953.89	2828.60	2929.05	2958.29	2920.43	2808.06	2816.47	2719.11	2930.53	2895.42	2940.33	2978.49	2913.72	2881.65	2721.15	2753.02	2598.74	2847.80	2900.80	2724.64	2957.44	2855.80	2764.86	2667.64
86.10	3006.45	3001.69	2918.55	2977.13	3026.03	2926.51	2869.78	2822.60	2801.11	2904.71	2951.07	2825.79	2925.25	2955.13	2917.15	2784.15	2792.43	2696.10	2927.10	2892.20	2936.82	2970.73	2905.36	2872.81	2719.11	2743.96	2594.06	2845.65	2897.72	2722.36	2954.54	2848.22	2746.97	2665.84
86.20	3003.76	2998.84	2915.76	2973.70	3022.06	2922.96	2863.92	2818.06	2795.90	2901.86	2947.87	2822.69	2921.40	2951.61	2913.57	2756.44	2764.93	2670.73	2923.34	2888.74	2933.24	2960.73	2894.27	2861.67	2717.04	2733.12	2588.56	2843.05	2894.92	2719.60	2951.13	2838.52	2725.57	2663.70
86.30	3000.80	2995.82	2912.71	2969.74	3017.50	2918.79	2858.51	2813.76	2790.93	2898.39	2944.24	2819.56	2917.54	2948.01	2910.20	2727.01	2735.76	2644.93	2919.10	2884.85	2929.24	2947.86	2879.59	2847.21	2714.93	2721.06	2582.47	2840.33	2892.01	2716.52	2947.15	2826.91	2701.44	2660.63
86.40	2997.37	2992.49	2909.38	2965.20	3012.40	2914.03	2853.34	2809.72	2786.21	2894.85	2940.25	2816.60	2913.70	2943.94	2906.52	2698.65	2707.08	2620.98	2914.07	2880.22	2924.53	2930.92	2860.39	2828.49	2712.71	2708.49	2576.32	2836.91	2888.85	2712.53	2942.71	2812.65	2676.14	2656.28
86.50	2993.75	2988.80	2905.74	2959.94	3006.59	2908.70	2848.60	2805.73	2781.64	2890.92	2935.68	2813.38	2909.75	2939.61	2902.65	2673.66	2681.36	2600.78	2908.18	2875.03	2919.16	2909.23	2835.98	2804.72	2710.41	2696.22	2570.63	2832.97	2885.57	2708.04	2937.68	2795.60	2651.51	2650.49
86.60	2989.78	2984.71	2901.85	2953.76	2999.91	2903.21	2843.97	2801.77	2777.43	2886.58	2930.95	2809.88	2905.63	2935.31	2898.79	2653.67	2660.97	2585.36	2901.39	2868.95	2912.86	2881.82	2805.95	2775.68	2707.88	2685.02	2565.76	2828.64	2882.18	2702.58	2932.13	2775.39	2629.94	2643.12
86.70	2985.24	2980.50	2897.84	2946.84	2992.64	2897.30	2839.39	2797.71	2773.69	2881.68	2925.76	2806.21	2901.35	2931.28	2895.17	2639.59	2646.44	2574.92	2893.25	2861.67	2905.24	2848.72	2771.87	2742.58	2704.92	2675.79	2562.11	2824.13	2878.53	2696.79	2926.10	2752.43	2613.12	2634.27
86.80	2980.27	2975.79	2893.58	2939.31	2984.81	2890.73	2834.77	2793.61	2769.85	2876.62	2920.22	2802.09	2897.06	2927.27	2891.47	2630.86	2637.13	2568.69	2883.62	2852.78	2895.99	2811.33	2736.09	2707.65	2701.81	2668.49	2559.53	2818.99	2874.80	2690.71	2919.54	2727.29	2601.28	2624.69
86.90	2975.06	2970.69	2889.01	2931.01	2975.85	2883.36	2829.96	2789.17	2765.73	2870.96	2914.16	2797.11	2892.82	2923.44	2887.89	2625.76	2632.07	2565.40	2872.05	2842.15	2884.93	2772.32	2701.80	2673.99	2698.41	2662.26	2557.85	2813.50	2871.17	2685.03	2912.40	2701.54	2593.83	2615.18
87.00	2969.35	2965.07	2884.10	2921.97	2966.05	2875.09	2824.76	2784.53	2761.49	2864.71	2907.51	2791.84	2888.81	2919.80	2884.64	2623.09	2629.84	2563.73	2857.98	2828.81	2871.19	2734.49	2671.90	2644.67	2694.55	2656.85	2556.43	2807.53	2867.47	2679.75	2904.87	2677.05	2589.74	2606.50
87.10	2963.02	2959.05	2878.88	2912.05	2955.31	2865.48	2819.25	2779.61	2756.73	2857.91	2899.84	2785.97	2885.17	2916.26	2881.35	2621.81	2628.63	2563.10	2840.60	2812.18	2854.28	2701.51	2648.84	2621.77	2690.43	2652.15	2555.51	2800.81	2863.91	2675.47	2896.68	2655.56	2587.67	2599.36
87.20	2956.56	2952.75	2873.33	2900.91	2943.43	2854.75	2813.41	2774.15	2751.41	2850.55	2891.43	2779.46	2881.81	2912.68	2878.19	2621.21	2627.80	2562.64	2819.16	2791.45	2833.21	2675.90	2632.96	2605.75	2686.01	2647.24	2554.66	2793.20	2860.54	2671.58	2887.93	2638.52	2586.43	2594.16
87.30	2949.65	2946.04	2867.39	2888.31	2929.95	2842.79	2806.67	2767.92	2745.50	2842.23	2882.09	2772.31	2878.44	2909.21	2875.18	2620.69	2627.21	2562.07	2793.20	2767.14	2807.53	2658.19	2623.29	2595.77	2681.04	2641.89	2554.00	2785.09	2857.32	2668.04	2878.46	2626.32	2585.59	2590.55
87.40	2942.16	2938.99	2861.00	2873.74	2914.90	2829.32	2799.09	2760.78	2738.85	2832.72	2871.76	2764.57	2875.05	2905.96	2872.32	2620.42	2626.43	2561.49	2763.13	2739.66	2777.43	2647.19	2618.02	2590.32	2675.29	2636.49	2553.27	2776.21	2854.25	2664.60	2867.89	2618.42	2584.69	2588.08
87.50	2934.11	2931.58	2854.20	2856.66	2897.23	2813.70	2790.26	2752.26	2730.90	2821.95	2860.12	2755.48	2871.55	2902.74	2869.37	2620.04	2625.52	2560.95	2730.49	2711.09	2744.76	2641.40	2615.49	2587.63	2668.82	2630.88	2552.70	2766.84	2851.39	2661.19	2855.76	2613.59	2583.81	2586.15
87.60	2925.78	2923.67	2846.72	2836.76	2876.26	2795.44	2779.45	2741.91	2721.40	2809.51	2847.10	2744.95	2867.78	2899.69	2866.43	2619.47	2624.85	2560.09	2697.58	2683.51	2711.71	2638.82	2614.15	2586.39	2661.29	2624.70	2552.14	2756.71	2848.56	2657.62	2841.80	2611.04	2582.87	2584.31
87.70	2916.71	2914.87	2838.43	2813.54	2851.32	2773.87	2766.06	2729.40	2709.74	2794.76	2831.77	2732.62	2863.88	2896.66	2863.35	2618.51	2624.46	2559.44	2667.40	2659.72	2681.36	2637.61	2613.38	2585.85	2652.39	2618.11	2551.72	2745.60	2845.58	2653.91	2825.07	2609.55	2581.80	2582.27
87.80	2907.01	2905.30	2829.48	2786.70	2822.65	2749.02	2750.20	2714.88	2695.95	2777.19	2813.51	2717.90	2859.95	2893.54	2860.09	2617.59	2624.12	2558.88	2642.65	2641.02	2656.27	2636.80	2612.76	2585.53	2641.61	2611.03	2551.12	2732.88	2842.42	2649.85	2804.93	2608.43	2580.70	2580.11
87.90	2896.38	2894.61	2819.64	2757.65	2791.01	2721.53	2732.15	2698.71	2680.24	2756.66	2791.58	2700.41	2855.98	2890.08	2856.33	2616.60	2623.98	2558.28	2624.46	2628.04	2637.85	2636.15	2612.34	2585.30	2629.06	2603.41	2550.58	2718.22	2839.04	2645.35	2781.28	2607.67	2579.85	2577.85
88.00	2884.47	2882.37	2808.51	2727.86	2758.71	2693.09	2712.99	2682.09	2663.70	2733.36	2766.38	2680.76	2851.66	2886.42	2852.20	2615.86	2623.91	2557.74	2612.52	2619.99	2625.66	2635.67	2612.12	2584.94	2614.81	2595.41	2550.25	2700.92	2835.48	2640.25	2754.45	2607.24	2579.00	2575.63
88.10	2870.68	2867.83	2795.68	2699.31	2728.10	2665.76	2694.22	2666.27	2647.30	2708.18	2738.27	2659.71	2846.60	2881.90	2847.39	2615.18	2623.70	2557.60	2605.76	2615.72	2618.64	2635.15	2612.17	2584.54	2599.49	2587.30	2549.98	2681.42	2831.71	2634.85	2725.54	2606.80	2578.18	2573.64
88.20	2854.59	2850.46	2780.48	2674.31	2701.63	2641.70	2677.16	2652.68	2632.65	2682.85	2709.39	2638.37	2840.66	2876.31	2841.54	2614.89	2623.45	2557.27	2602.52	2613.64	2615.04	2634.62	2612.09	2583.77	2584.24	2579.63	2549.56	2660.51	2827.94	2629.60	2696.87	2606.37	2577.72	2571.77
88.30	2835.16	2829.60	2762.05	2654.75	2681.00	2622.62	2663.31	2641.83	2620.61	2659.44	2681.89	2618.61	2833.32	2869.28	2834.40	2614.68	2623.29	2557.17	2600.83	2612.78	2613.39	2634.18	2612.17	2583.15	2570.47	2572.95	2549.38	2639.51	2824.11	2624.80	2670.75	2606.28	2577.32	2570.14
88.40	2811.91	2804.84	2739.98	2640.50	2666.66	2608.91	2652.94	2634.28	2611.81	2639.59	2658.31	2602.21	2823.74	2860.56	2825.79	2614.58	2623.03	2557.42	2599.91	2612.35	2612.59	2633.83	2612.15	2582.53	2559.16	2567.41	2549.29	2620.16	2819.76	2620.80	2648.90	2606.15	2576.84	2568.74
88.50	2784.99	2777.20	2714.70	2631.38	2657.59	2600.12	2645.66	2629.30	2605.81	2624.41	2639.77	2589.62	2811.52	2849.24	2814.84	2614.42	2622.71	2557.78	2599.23	2612.21	2612.16	2633.60	2612.01	2582.09	2550.91	2563.20	2549.07	2604.07	2814.53	2617.90	2632.51	2606.07	2576.48	2567.70
88.60	2754.99	2748.23	2687.56	2626.14	2652.61	2595.01	2641.04	2626.20	2602.29	2613.96	2626.95	2580.89	2796.19	2834.79	2800.83	2614.50	2622.51	2557.88	2598.67	2612.30	2611.79	2633.30	2611.67	2581.65	2545.65	2560.35	2548.65	2591.94	2807.88	2615.97	2621.68	2606.11	2576.31	2566.85
88.70	2723.42	2720.01	2660.60	2623.64	2650.11	2592.49	2638.53	2624.35	2600.31	2607.54	2619.17	2575.65	2776.29	2816.57	2783.06	2614.45	2622.14	2557.92	2598.17	2612.41	2611.52	2633.19	2611.33	2581.47	2542.72	2558.43	2548.29	2583.73	2799.00	2614.63	2615.00	2606.20	2576.02	2566.22
88.80	2693.07	2694.82	2635.91	2622.54	2648.63	2591.01	2636.99	2623.37	2599.24	2603.97	2615.00	2572.71	2751.70	2794.01	2761.25	2614.38	2621.61	2557.82	2597.76	2612.36	2611.30	2632.94	2610.85	2581.26	2541.42	2557.02	2547.67	2578.98	2787.02	2613.61	2611.33	2606.12	2575.78	2565.78
88.90	2666.32	2674.71	2615.62	2622.30	2647.67	2590.19	2635.99	2622.50	2598.62	2602.23	2612.86	2570.86	2723.11	2767.23	2735.85	2614.20	2621.22	2557.28	2597.50	2612.26	2611.03	2632.65	2610.52	2581.03	2540.82	2556.05	2547.09	2576.47	2772.12	2612.82	2609.66	2606.06	2575.65	2565.61
89.00	2644.63	2659.89	2600.61	2622.33	2646.97	2589.54	2635.47	2621.94	2598.25	2601.41	2611.92	2569.73	2692.07	2737.71	2708.20	2614.11	2620.94	2556.54	2597.46	2612.13	2610.90	2632.28	2610.18	2580.73	2540.30	2555.20	2546.49	2575.28	2754.59	2612.20	2609.09	2605.90	2575.47	2565.49
89.10	2629.08	2650.38	2590.61	2622.56	2646.20	2589.12	2635.00	2621.74	2597.96	2600.92	2611.45	2569.00	2660.72	2707.86	2680.87	2613.74	2620.67	2555.91	2597.35	2611.77	2610.90	2632.03	2609.73	2580.27	2539.81	2554.38	2546.10	2574.75	2735.73	2611.38	2608.65	2605.62	2575.12	2565.43
89.20	2619.18	2645.05	2584.58	2622.48	2645.56	2588.59	2634.70	2621.45	2597.75	2600.60	2610.78	2568.34	2632.29	2680.14	2656.24	2613.37	2620.44	2555.50	2597.25	2611.48	2610.98	2631.50	2609.39	2579.81	2539.27	2553.67	2545.82	2574.55	2716.84	2610.65	2608.50	2605.49	2574.91	2565.53
89.30	2613.46	2642.30	2581.58	2622.22	2645.42	2588.19	2634.44	2621.15	2597.63	2600.28	2610.25	2567.90	2609.02	2657.13	2635.99	2613.02	2620.32	2554.99	2597.47	2611.21	2610.99	2631.30	2608.95	2579.26	2538.73	2553.20	2545.78	2574.36	2699.99	2610.27	2608.33	2605.49	2574.68	2565.44
89.40	2610.35	2641.10	2580.13	2621.85	2645.22	2587.90	2634.37	2621.04	2597.43	2599.99	2609.93	2567.56	2591.90	2640.23	2621.07	2612.87	2620.29	2554.75	2597.40	2611.11	2610.94	2631.29	2608.40	2578.89	2538.15	2552.83	2545.69	2574.30	2686.33	2610.07	2607.99	2605.39	2574.48	2565.17
89.50	2608.98	2640.65	2579.45	2621.43	2645.05	2587.83	2634.30	2620.98	2597.19	2599.53	2609.54	2567.35	2580.69	2629.24	2611.66	2612.59	2620.17	2554.58	2597.04	2610.80	2610.87	2631.18	2607.97	2578.64	2537.86	2552.75	2545.68	2574.20	2676.43	2609.85	2607.41	2605.14	2574.43	2565.01
